age;familysize;gender;married;race;religion;Q1A;Q2A;Q3A;Q4A;Q5A;Q6A;Q7A;Q8A;Q9A;Q10A
2;2;0;0;0;2;0;4;0;3;4;3;1;3;1;3
6;2;0;0;0;3;0;1;1;3;2;3;1;4;2;1
11;2;0;0;0;1;1;0;0;3;1;3;1;3;1;1
11;0;0;0;2;0;1;1;2;3;4;3;1;3;3;1
20;0;0;0;0;2;1;1;2;3;3;3;1;3;3;2
3;0;0;0;2;1;1;1;2;3;3;3;1;2;2;4
22;1;0;0;0;1;0;2;2;3;3;3;1;1;3;2
18;2;0;0;2;1;1;2;2;3;3;3;1;0;2;1
40;0;0;0;4;0;1;3;2;3;1;3;1;4;3;3
15;0;0;0;0;0;1;3;2;3;1;3;0;2;1;2
22;0;0;0;2;0;0;0;3;3;0;3;1;0;1;1
7;1;0;0;2;1;0;0;3;3;0;3;0;0;1;1
8;2;0;0;0;2;0;1;3;3;1;3;1;1;3;1
4;1;0;0;2;1;0;0;3;3;2;3;1;0;1;4
22;2;0;0;0;0;1;0;3;3;3;3;1;1;1;4
11;1;0;0;0;0;1;1;4;3;3;3;0;1;3;2
11;1;0;0;0;0;1;1;4;3;0;3;1;4;1;1
11;0;0;0;5;1;1;1;3;3;3;3;0;4;1;1
8;2;0;0;0;1;0;0;3;3;4;3;0;2;1;1
10;0;0;0;2;1;1;1;3;3;4;3;1;2;1;1
12;2;0;0;0;1;1;1;4;3;3;3;1;3;3;2
8;2;0;0;4;0;0;2;3;3;4;3;1;0;1;1
12;1;0;0;0;0;0;2;3;3;0;3;1;1;1;1
12;2;0;0;0;2;0;2;3;3;1;3;1;1;1;1
10;0;0;0;2;1;1;3;3;3;4;3;1;1;1;3
4;2;0;0;0;2;1;3;3;3;1;3;1;0;1;2
18;2;0;0;0;2;1;3;4;3;3;3;0;1;0;1
26;2;0;0;3;0;0;4;4;3;2;3;1;3;2;1
2;0;0;0;4;1;0;2;3;3;0;3;1;4;3;2
1;2;0;0;0;1;1;1;1;3;4;4;1;0;1;2
4;2;0;0;0;2;1;1;1;3;0;4;0;1;1;4
15;0;0;0;2;1;1;0;1;3;3;4;1;3;1;1
1;2;0;0;4;3;1;1;1;3;2;4;1;2;2;1
11;3;0;0;0;1;1;4;1;3;2;4;1;1;3;4
2;2;0;0;2;1;1;2;0;3;1;4;0;0;1;2
10;2;0;0;0;0;1;3;2;3;1;4;1;1;1;1
11;2;0;0;0;1;0;0;4;3;0;4;1;1;1;1
22;2;0;0;2;1;1;0;4;3;1;4;1;1;1;1
2;1;0;0;2;0;0;0;3;3;4;4;1;4;1;1
26;0;0;0;0;0;0;0;4;3;4;4;0;3;1;1
2;1;0;0;2;0;1;4;3;3;4;4;0;0;3;2
8;2;0;0;0;1;1;2;3;3;1;4;1;3;3;4
18;0;0;0;2;0;0;0;1;4;0;3;0;1;1;4
39;0;0;0;0;1;1;1;1;4;3;3;0;3;1;1
2;2;0;0;0;0;1;1;1;4;3;3;0;3;1;4
7;2;0;0;1;0;1;2;1;4;3;3;1;3;3;3
2;0;0;0;0;1;0;4;1;4;4;3;0;0;1;1
3;2;0;0;0;0;1;3;0;4;3;3;0;2;3;2
12;1;0;0;2;1;1;3;1;4;3;3;1;3;3;2
20;2;0;0;0;1;1;4;1;4;2;3;1;3;1;3
20;1;0;0;2;0;0;1;2;4;3;3;1;0;1;0
29;2;0;0;2;0;0;1;2;4;3;3;0;0;1;4
14;1;0;0;0;1;0;1;2;4;3;3;0;0;1;2
1;0;0;0;2;1;1;1;2;4;3;3;1;0;1;1
10;2;0;0;2;1;1;1;2;4;4;3;0;3;4;2
12;2;0;0;2;1;1;4;2;4;2;3;0;1;1;0
19;0;0;0;4;1;1;4;2;4;3;3;0;3;1;1
4;2;0;0;0;1;1;4;2;4;4;3;1;4;1;1
12;2;0;0;2;1;0;1;4;4;4;3;1;1;1;1
20;2;0;0;0;0;1;0;3;4;4;3;1;0;1;4
4;3;0;0;0;0;1;0;3;4;4;3;1;0;3;3
21;1;0;0;2;2;0;0;3;4;3;3;0;1;1;2
4;1;0;0;1;1;0;0;4;4;2;3;1;0;1;1
12;2;0;0;2;1;0;0;4;4;0;3;1;4;1;1
11;1;0;0;0;1;1;0;3;4;4;3;0;3;1;1
8;2;0;0;2;0;0;2;3;4;0;3;0;1;1;1
12;2;0;0;2;0;0;2;4;4;0;3;1;0;1;1
9;2;0;0;0;1;0;2;4;4;3;3;1;0;3;4
7;1;0;0;0;1;1;4;4;4;1;3;0;0;1;1
12;2;0;0;2;1;1;3;4;4;0;3;1;4;1;2
6;2;0;0;0;0;1;3;4;4;0;3;1;3;1;1
12;1;0;0;0;0;1;4;4;4;4;3;0;3;1;2
6;1;0;0;2;1;1;3;4;4;3;3;1;3;1;1
2;1;0;0;0;0;1;4;3;4;3;3;1;3;1;2
2;2;0;0;2;1;0;0;0;4;0;4;1;0;1;2
20;1;0;0;0;0;0;4;0;4;0;4;0;0;1;2
8;3;0;0;0;0;0;3;1;4;3;4;1;3;1;1
4;1;0;0;0;1;1;3;1;4;2;4;0;2;1;1
5;2;0;0;2;2;0;0;2;4;0;4;1;2;1;1
22;0;0;0;1;2;1;3;2;4;0;4;0;0;1;3
14;2;0;0;4;1;0;0;4;4;0;4;1;0;1;0
9;0;0;0;0;1;0;1;4;4;1;4;1;0;1;1
22;1;0;0;2;1;0;0;4;4;4;4;1;3;1;2
4;2;0;0;0;1;0;0;4;4;2;4;0;2;0;1
15;2;0;0;4;3;0;2;3;4;4;4;0;0;1;1
20;2;0;0;0;1;0;2;4;4;3;4;1;3;1;1
11;2;0;0;0;0;0;3;4;4;3;4;1;1;1;1
6;2;0;0;0;0;0;3;4;4;0;4;0;2;1;3
32;2;0;0;0;0;1;4;4;4;4;4;1;3;1;1
22;0;0;1;2;1;1;3;1;0;2;0;0;1;3;4
28;2;0;1;2;1;1;2;1;0;1;0;0;0;1;1
31;0;0;1;2;1;1;2;0;0;3;0;0;2;4;0
31;2;0;1;0;1;1;1;2;0;0;0;0;3;1;2
18;2;0;1;2;1;1;2;2;0;3;0;0;4;4;4
40;2;0;1;2;1;0;0;0;1;0;0;0;1;2;4
30;0;0;1;2;1;1;0;0;1;3;0;0;0;4;4
32;2;0;1;1;1;1;3;1;1;3;0;0;1;1;3
39;2;0;1;2;1;1;4;0;1;3;0;0;1;3;2
19;2;0;1;2;0;1;0;3;1;3;0;0;0;3;1
41;2;0;1;1;0;1;4;3;1;3;0;0;3;4;3
42;1;0;1;2;1;0;0;4;1;0;1;0;0;1;1
43;2;0;1;0;1;1;4;3;1;3;1;1;1;4;4
44;2;0;1;4;3;0;2;3;1;0;1;1;0;1;1
17;0;0;1;2;0;1;3;1;2;4;0;0;3;1;0
25;2;0;1;2;0;1;3;1;2;2;0;1;3;2;2
32;1;0;1;0;0;1;4;0;2;3;0;0;3;4;2
30;2;0;1;2;0;1;3;1;2;1;0;0;4;2;4
27;0;0;1;1;0;1;2;0;2;2;0;0;0;2;3
34;0;0;1;0;1;0;0;3;2;3;0;1;0;2;1
0;0;0;1;4;1;0;0;1;2;0;1;0;0;1;2
33;0;0;1;0;0;1;3;1;2;3;1;1;4;2;2
5;3;0;1;0;0;1;3;3;2;4;1;1;1;3;4
4;2;0;1;0;0;1;1;2;2;3;1;0;3;4;3
28;2;0;1;0;2;1;0;2;2;2;1;1;2;1;4
32;0;0;1;0;0;1;2;2;2;2;1;1;0;0;0
23;0;0;1;0;3;0;1;0;3;2;0;0;1;0;1
40;2;0;1;0;1;1;3;0;3;2;0;0;0;1;2
14;1;0;1;0;0;0;2;0;3;2;0;0;3;3;2
15;2;0;1;1;0;0;1;3;3;4;0;1;1;3;4
28;1;0;1;0;1;0;1;3;3;0;0;0;0;3;4
13;2;0;1;0;2;1;0;0;3;0;1;0;0;1;0
22;0;0;1;0;2;0;3;0;3;2;1;1;1;0;2
41;2;0;1;0;1;1;3;0;3;3;1;0;1;2;0
34;0;0;1;1;1;1;3;1;3;1;1;1;1;1;2
18;0;0;1;0;3;1;1;2;3;4;1;1;0;3;2
30;1;0;1;4;2;0;1;3;3;0;1;0;3;1;2
35;2;0;1;0;3;1;4;3;3;4;1;1;2;3;2
29;1;0;1;0;1;1;3;0;4;2;0;0;1;1;4
31;2;0;1;4;0;0;2;3;4;3;0;0;3;1;2
28;0;0;1;0;1;0;3;3;4;2;0;0;0;3;2
2;0;0;1;1;0;0;0;0;4;4;1;0;0;1;1
37;2;0;1;1;0;1;1;1;4;1;1;1;1;3;4
13;0;0;1;0;2;1;0;4;4;0;1;0;0;1;0
27;2;0;1;2;0;0;1;3;4;4;1;1;2;1;1
27;2;0;1;3;0;1;1;1;1;3;3;1;2;4;4
33;0;0;1;0;0;0;0;4;1;4;4;1;0;1;1
28;2;0;1;0;2;0;1;4;1;2;4;1;1;1;1
18;1;0;1;0;2;1;0;3;0;4;3;1;1;3;2
14;3;0;1;4;3;1;0;3;0;2;3;1;1;1;1
5;2;0;1;0;1;0;4;0;0;3;4;1;3;1;0
45;3;0;1;2;1;0;3;0;0;2;4;0;2;1;1
9;1;0;1;0;1;0;0;0;3;3;3;0;1;3;2
41;2;0;1;1;0;1;1;1;3;3;3;0;0;2;2
46;0;0;1;2;1;1;1;0;3;3;3;1;1;3;2
31;0;0;1;0;3;1;3;1;3;2;3;1;3;1;2
25;1;0;1;0;1;0;2;1;3;0;3;1;0;1;1
33;2;0;1;0;1;0;3;1;3;3;3;0;1;1;2
27;2;0;1;4;0;0;0;3;3;4;3;1;0;1;1
18;1;0;1;0;3;1;3;3;3;0;3;1;1;1;2
22;1;0;1;0;3;1;3;3;3;4;3;0;4;1;3
41;2;0;1;0;1;0;1;1;4;0;3;0;1;1;0
34;3;0;1;2;0;0;4;1;4;0;3;0;0;1;1
0;0;0;1;4;0;0;0;3;4;4;3;1;0;1;1
41;2;0;1;0;0;0;0;4;4;0;3;0;0;1;1
38;0;0;1;4;1;1;3;3;4;0;3;1;0;1;1
31;0;0;1;0;0;0;3;3;4;2;3;0;2;1;1
47;1;0;1;2;0;1;2;3;4;0;3;1;0;1;4
39;2;0;1;0;0;1;1;1;4;1;4;1;1;1;3
41;1;0;1;4;1;0;0;2;4;2;4;0;0;1;0
0;1;0;1;0;1;0;4;4;4;0;4;0;2;1;1
7;2;0;0;2;1;0;4;0;0;2;0;2;1;2;3
6;1;0;0;0;1;0;0;1;0;3;0;2;4;1;1
21;1;0;0;0;2;1;2;1;0;3;1;2;0;3;3
6;2;0;0;0;2;1;3;0;1;2;0;2;1;1;4
20;2;0;0;0;3;1;1;4;1;1;1;2;0;1;2
12;1;0;0;0;1;1;2;0;2;2;0;2;2;3;3
8;0;0;0;0;0;1;4;0;2;2;0;2;2;2;0
11;0;0;0;4;1;0;1;1;2;3;1;2;1;3;2
10;0;0;0;0;0;1;3;1;2;1;1;2;4;3;2
18;0;0;0;0;2;1;3;3;2;4;1;2;3;2;1
11;0;0;0;1;3;1;3;2;2;4;1;2;3;3;4
12;2;0;0;3;0;1;4;3;2;1;0;2;4;1;3
6;0;0;0;0;2;0;0;0;3;2;1;2;0;1;0
5;1;0;0;0;1;1;1;1;3;3;1;2;0;1;2
12;2;0;0;0;1;1;2;2;3;3;1;2;3;3;3
7;2;0;0;1;0;1;3;4;3;2;1;2;4;2;4
12;0;0;0;1;1;1;1;0;3;4;0;2;1;2;1
12;3;0;0;0;0;0;4;4;4;2;0;2;0;1;3
22;1;0;0;0;0;0;4;4;4;3;0;2;2;1;3
10;2;0;0;2;3;1;4;1;1;1;2;2;3;1;4
21;2;0;0;1;2;1;2;2;1;1;2;2;4;3;2
22;2;0;0;0;1;1;3;2;1;3;2;2;3;1;2
12;2;0;0;0;2;1;1;3;1;1;2;2;1;1;1
18;0;0;0;2;0;0;4;0;0;2;2;2;3;2;0
11;2;0;0;2;1;1;4;1;0;3;2;2;4;0;2
22;3;0;0;4;3;1;2;4;0;3;2;2;1;3;1
21;0;0;0;2;0;1;3;1;2;3;2;2;3;2;3
15;0;0;0;0;0;0;1;2;2;3;2;2;3;1;2
10;0;0;0;0;3;1;1;2;2;1;2;2;1;1;4
10;2;0;0;0;0;1;3;2;2;4;2;2;3;1;2
8;2;0;0;0;0;0;3;3;2;4;2;2;0;1;2
8;2;0;0;2;0;1;0;3;2;0;2;2;3;1;1
26;0;0;0;2;2;1;0;4;0;2;3;2;2;1;1
21;0;0;0;2;0;0;0;2;0;1;4;2;0;1;1
12;2;0;0;0;1;0;0;4;0;4;4;2;0;1;1
3;1;0;0;0;2;1;4;3;0;3;4;2;2;1;4
6;2;0;0;2;3;1;3;1;1;1;3;2;0;3;2
10;2;0;0;2;3;1;2;2;1;3;3;2;1;1;2
18;2;0;0;2;1;1;3;2;1;1;3;2;0;1;1
2;2;0;0;2;0;1;3;3;1;2;3;2;2;4;2
2;2;0;0;4;0;1;0;4;1;2;3;2;4;1;4
4;3;0;0;2;0;1;2;1;1;0;4;2;1;3;0
32;1;0;0;0;1;0;0;2;1;1;4;2;0;1;4
10;0;0;0;3;1;0;2;2;1;3;4;2;4;1;3
2;2;0;0;1;3;1;0;3;1;1;4;2;4;3;1
2;0;0;0;0;1;1;0;0;2;2;3;2;0;1;1
21;2;0;0;3;3;1;1;3;2;0;3;2;1;1;1
13;0;0;0;2;1;1;2;3;2;3;3;2;2;1;1
20;2;0;0;2;0;0;3;3;2;1;3;2;3;1;1
5;2;0;0;2;0;1;3;3;2;1;3;2;3;1;1
0;2;0;0;1;1;1;2;4;2;1;3;2;4;4;3
20;2;0;0;0;0;1;3;3;2;4;3;2;3;3;4
2;2;0;0;0;1;1;0;3;2;3;4;2;2;1;1
16;2;0;0;0;1;1;2;3;2;4;4;2;4;1;1
11;2;0;0;0;3;1;0;1;2;1;4;2;2;1;2
7;0;0;0;0;1;0;2;1;3;1;3;2;1;1;3
15;2;0;0;2;0;1;0;2;3;0;3;2;3;1;1
7;2;0;0;5;1;0;0;3;3;0;3;2;1;1;2
11;0;0;0;4;0;0;1;4;3;1;3;2;0;3;2
20;1;0;0;4;1;1;2;3;3;3;3;2;4;3;2
9;0;0;0;2;0;1;3;3;3;4;3;2;1;1;2
6;2;0;0;0;1;1;1;3;3;0;4;2;2;0;1
10;1;0;0;3;0;1;0;3;3;3;4;2;2;1;2
4;1;0;0;0;0;1;2;0;4;2;3;2;3;3;1
32;2;0;0;0;1;1;1;2;4;4;3;2;1;3;2
18;2;0;0;0;0;1;2;2;4;3;3;2;1;1;1
13;2;0;0;0;0;1;0;3;4;0;3;2;0;1;1
10;2;0;0;0;1;0;1;3;4;1;3;2;3;1;2
42;0;0;0;1;0;1;1;3;4;2;3;2;3;1;1
10;0;0;0;2;1;1;3;3;4;1;3;2;3;1;2
29;2;0;0;0;0;0;3;4;4;2;4;2;1;1;1
7;0;0;0;0;1;0;1;3;4;0;4;2;4;1;1
15;0;0;0;0;1;0;4;0;0;2;0;3;0;0;0
24;2;0;0;0;0;0;4;0;0;2;0;3;3;0;0
9;1;0;0;0;1;1;4;0;0;2;0;3;2;1;1
7;2;0;0;0;1;1;4;1;0;4;0;3;2;2;0
7;2;0;0;0;2;0;0;4;0;2;0;3;2;1;1
23;0;0;0;2;0;0;1;0;0;0;1;3;0;1;1
16;2;0;0;2;1;0;0;4;0;2;1;4;0;1;1
2;2;0;0;0;1;1;3;3;0;2;1;4;3;2;2
3;0;0;0;1;0;1;2;2;0;2;0;4;4;4;4
12;2;0;0;0;0;0;0;3;1;3;0;4;1;1;2
27;2;0;0;3;0;1;0;1;1;3;1;3;3;1;1
11;0;0;0;0;1;1;3;1;1;3;1;4;3;3;4
18;2;0;0;0;1;1;1;2;1;4;1;3;1;1;1
31;1;0;0;2;0;1;3;3;1;3;1;3;1;1;2
24;2;0;0;2;0;1;3;4;1;3;1;4;1;1;1
22;1;0;0;0;3;1;3;2;3;3;2;4;0;3;2
13;0;0;0;0;0;1;4;4;3;1;2;4;4;1;3
10;0;0;0;2;1;0;1;1;4;1;2;4;3;1;2
22;1;0;0;0;1;0;0;4;4;0;2;3;0;2;3
12;1;0;0;4;0;1;0;3;4;1;2;4;1;3;1
10;2;0;0;3;1;0;0;4;4;3;2;3;0;1;1
1;3;0;0;4;1;0;0;1;0;0;3;3;0;1;1
11;3;0;0;0;0;1;3;0;0;3;3;4;1;1;0
4;2;0;0;0;1;0;1;3;0;3;3;4;4;3;1
21;2;0;0;0;1;0;2;4;0;0;3;3;0;1;1
7;2;0;0;5;0;1;4;3;0;3;3;4;2;4;3
8;1;0;0;0;0;0;0;0;0;2;4;3;0;1;1
7;1;0;0;0;1;0;0;0;0;2;4;3;0;0;1
14;0;0;0;2;1;0;0;2;0;0;4;3;0;1;1
20;2;0;0;0;0;1;0;2;0;2;4;3;1;1;1
22;2;0;0;4;1;0;1;2;0;1;4;4;2;1;3
15;0;0;0;2;1;0;0;4;0;1;4;3;2;1;1
2;0;0;0;2;1;0;0;4;0;2;4;3;2;1;1
11;2;0;0;2;0;0;1;4;0;3;4;4;3;1;1
1;0;0;0;4;3;1;1;0;1;1;3;4;4;3;2
3;3;0;0;2;1;0;0;1;1;2;3;4;3;3;1
20;0;0;0;0;2;1;3;1;1;3;3;4;1;3;2
14;2;0;0;0;0;1;3;1;1;3;3;4;0;1;2
1;2;0;0;0;1;0;4;1;1;1;3;4;4;1;1
14;2;0;0;0;0;1;1;3;1;3;3;4;1;3;1
11;2;0;0;0;1;1;1;4;1;4;3;4;2;1;2
21;2;0;0;2;1;1;1;3;1;3;3;4;3;3;1
8;1;0;0;2;0;0;3;3;1;1;3;4;0;1;3
1;1;0;0;2;0;1;3;3;1;3;3;4;3;1;1
26;1;0;0;4;1;0;0;0;1;3;4;3;2;0;1
2;0;0;0;0;0;1;3;1;1;3;4;4;0;1;1
12;2;0;0;0;1;1;3;2;1;3;4;4;4;1;1
29;2;0;0;2;0;0;0;4;1;1;4;3;0;1;1
26;2;0;0;2;0;1;0;3;1;1;4;4;1;1;2
10;3;0;0;5;0;0;1;3;1;3;4;4;4;1;1
1;0;0;0;2;1;1;0;4;1;4;4;3;3;1;1
2;0;0;0;0;1;0;1;3;1;2;4;3;2;2;1
4;1;0;0;2;1;1;4;4;1;2;4;4;1;1;1
0;0;0;0;0;1;0;3;4;1;1;4;3;3;1;1
10;2;0;0;0;0;1;3;3;1;1;4;4;2;3;2
8;2;0;0;3;1;1;1;1;2;3;3;4;1;1;1
1;2;0;0;0;1;0;2;1;2;1;3;4;3;1;2
18;2;0;0;2;1;1;2;1;2;3;3;4;3;1;1
11;0;0;0;0;0;1;3;0;2;2;3;3;2;3;1
16;1;0;0;1;3;0;1;2;2;0;3;4;0;1;2
9;2;0;0;0;1;1;3;2;2;3;3;3;2;3;0
11;0;0;0;5;1;1;3;2;2;3;3;3;4;1;1
21;2;0;0;0;0;1;0;3;2;4;3;4;0;1;1
8;1;0;0;2;1;1;1;4;2;0;3;4;0;1;1
5;1;0;0;0;0;1;1;3;2;1;3;3;0;2;1
3;1;0;0;0;2;1;1;4;2;1;3;4;1;1;2
4;2;0;0;1;3;1;1;3;2;1;3;4;3;1;2
4;2;0;0;0;0;1;3;3;2;3;3;4;1;3;0
1;1;0;0;0;2;1;4;4;2;2;3;4;1;1;3
3;0;0;0;0;0;0;1;0;2;1;4;3;3;1;3
32;2;0;0;2;1;0;0;2;2;3;4;4;1;3;1
1;2;0;0;0;1;1;4;2;2;1;4;3;4;2;1
10;0;0;0;2;3;0;0;4;2;0;4;3;0;1;1
10;0;0;0;1;1;0;1;4;2;1;4;4;0;1;1
39;2;0;0;0;2;0;0;3;2;2;4;4;1;1;1
8;0;0;0;3;1;0;0;3;2;0;4;3;4;1;1
11;0;0;0;0;3;0;1;4;2;4;4;3;4;3;1
26;1;0;0;2;1;0;0;4;2;3;4;3;3;1;1
15;3;0;0;0;1;0;2;3;2;1;4;3;1;1;3
1;0;0;0;0;2;0;4;4;2;0;4;3;0;1;1
20;2;0;0;0;0;1;1;1;3;3;3;4;1;1;1
7;0;0;0;0;0;0;3;1;3;0;3;4;0;1;2
9;0;0;0;4;0;0;1;2;3;4;3;4;1;3;2
8;1;0;0;0;0;0;0;2;3;1;3;3;1;1;2
16;2;0;0;0;3;1;1;2;3;1;3;4;1;3;2
13;0;0;0;0;1;1;1;2;3;4;3;4;4;1;1
7;2;0;0;0;2;0;0;2;3;1;3;4;4;1;3
21;0;0;0;1;0;0;2;2;3;4;3;4;0;2;1
3;2;0;0;0;1;0;0;4;3;0;3;3;1;1;1
10;2;0;0;0;0;0;0;4;3;0;3;4;1;1;1
8;1;0;0;0;0;0;1;3;3;4;3;4;1;1;2
20;2;0;0;2;1;1;1;4;3;4;3;4;1;1;1
26;3;0;0;0;1;0;0;3;3;1;3;3;0;1;1
4;0;0;0;2;1;1;1;3;3;1;3;4;1;1;1
9;2;0;0;2;0;1;1;4;3;3;3;3;0;2;1
11;2;0;0;0;1;0;0;3;3;4;3;4;3;3;3
41;0;0;0;0;2;0;0;4;3;0;3;4;3;1;1
15;2;0;0;2;0;0;4;4;3;4;3;4;0;1;1
2;1;0;0;2;0;0;3;3;3;3;3;4;0;1;1
2;1;0;0;3;1;0;1;1;3;4;4;3;4;1;1
32;2;0;0;1;1;0;0;1;3;3;4;4;2;1;1
21;1;0;0;1;0;0;1;3;3;4;4;3;0;1;1
12;2;0;0;0;2;0;1;4;3;4;4;3;0;1;1
11;2;0;0;0;0;0;0;3;3;1;4;3;0;1;2
7;3;0;0;0;3;0;1;3;3;2;4;4;0;1;4
26;2;0;0;0;2;0;1;4;3;2;4;3;0;1;2
14;1;0;0;2;1;0;0;3;3;4;4;4;4;1;1
4;2;0;0;2;0;0;0;4;3;3;4;4;2;1;1
10;3;0;0;2;3;0;1;3;3;3;4;3;3;1;1
3;3;0;0;4;0;1;0;4;3;2;4;3;2;1;2
10;0;0;0;0;0;1;2;3;3;4;4;4;1;1;2
21;2;0;0;5;1;1;2;4;3;3;4;4;1;1;1
11;2;0;0;2;0;0;2;4;3;2;4;3;4;1;1
21;2;0;0;0;2;1;2;4;3;1;4;4;3;1;1
20;2;0;0;0;2;1;4;4;3;1;4;3;1;1;1
18;2;0;0;0;1;0;4;4;3;2;4;4;2;1;1
6;2;0;0;0;2;1;3;4;3;2;4;3;2;1;1
33;2;0;0;4;1;1;2;2;4;0;3;3;0;1;2
2;0;0;0;0;0;0;3;3;4;1;3;4;0;1;1
8;0;0;0;2;1;1;3;3;4;0;3;4;2;4;2
4;3;0;0;0;3;0;4;4;4;3;3;3;3;1;1
31;0;0;0;2;0;0;0;0;4;0;4;3;0;1;1
10;2;0;0;0;0;0;0;1;4;0;4;3;0;1;1
8;2;0;0;0;1;0;0;2;4;0;4;4;3;1;1
7;1;0;0;0;1;0;0;3;4;4;4;3;1;3;1
18;2;0;0;0;1;0;0;3;4;4;4;3;0;1;1
16;1;0;0;0;2;0;0;4;4;0;4;3;0;1;1
15;0;0;0;5;1;0;0;4;4;0;4;4;0;1;1
10;1;0;0;0;1;0;0;4;4;0;4;3;0;1;1
11;0;0;0;0;1;0;0;4;4;0;4;3;0;1;0
26;2;0;0;0;1;0;1;3;4;0;4;3;0;1;1
26;0;0;0;3;3;0;1;4;4;0;4;3;0;1;1
15;2;0;0;2;0;1;0;4;4;0;4;4;1;1;1
11;0;0;0;0;1;1;1;3;4;1;4;3;1;1;2
9;2;0;0;0;2;0;0;4;4;2;4;4;1;1;1
3;2;0;0;0;2;1;1;3;4;3;4;4;1;1;2
11;2;0;0;2;1;0;0;4;4;0;4;4;3;1;1
5;2;0;0;0;0;1;1;4;4;4;4;3;3;1;2
4;1;0;0;0;0;1;0;4;4;3;4;4;2;1;1
12;0;0;0;2;0;1;1;3;4;2;4;4;3;1;1
2;1;0;0;0;2;1;2;3;4;1;4;4;1;1;1
11;3;0;0;0;1;0;3;4;4;3;4;3;1;1;1
21;0;0;0;0;3;0;4;4;4;2;4;4;0;1;1
21;0;0;0;2;1;0;3;4;4;4;4;4;3;1;2
12;2;0;0;0;1;1;2;3;4;4;4;3;4;2;1
32;0;0;1;0;1;1;1;1;1;3;3;4;3;1;3
14;1;0;1;0;0;0;0;3;1;0;3;4;0;0;0
41;0;0;1;2;0;1;1;3;1;1;3;4;4;1;1
36;0;0;1;3;1;0;3;0;1;2;4;4;1;1;1
25;2;0;1;2;0;1;0;4;1;3;4;4;3;1;1
21;1;0;1;4;1;0;1;1;0;2;3;3;2;0;1
2;2;0;1;0;1;0;3;4;2;3;3;3;3;1;2
14;1;0;1;0;2;0;0;0;2;4;4;3;2;1;1
37;2;0;1;0;1;0;0;4;2;0;4;3;0;1;1
19;2;0;1;0;0;0;1;4;2;4;4;3;1;1;1
22;2;0;1;2;1;0;1;3;2;3;4;4;0;1;1
18;3;0;1;0;2;1;3;3;2;3;4;4;3;1;2
48;2;0;1;3;0;0;1;1;2;1;3;4;4;1;1
22;2;0;1;0;1;1;3;1;3;3;3;4;1;3;4
23;2;0;1;4;1;0;1;2;3;4;3;4;1;1;2
22;2;0;1;0;0;1;3;2;3;4;3;4;3;3;4
44;0;0;1;3;0;1;1;4;3;3;3;4;1;1;4
49;2;0;1;1;0;0;0;3;3;3;3;3;4;1;1
13;0;0;1;0;0;0;1;3;3;3;3;4;3;1;1
2;2;0;1;0;3;1;4;3;3;2;3;4;1;1;1
32;2;0;1;0;2;1;2;3;3;1;3;4;1;1;3
35;2;0;1;0;0;0;0;3;3;0;4;3;3;1;1
19;0;0;1;0;0;0;3;3;3;2;4;3;1;1;1
27;2;0;1;0;1;0;2;2;4;1;3;4;4;1;1
31;0;0;1;4;1;0;0;4;4;4;3;3;0;1;1
6;3;0;1;0;3;0;0;4;4;0;3;3;2;1;3
30;3;0;1;4;1;0;2;4;4;1;3;4;0;1;1
5;0;0;1;0;3;0;0;3;4;0;4;3;0;1;1
23;2;0;1;0;2;0;0;3;4;4;4;4;0;1;2
22;0;0;1;2;1;0;0;4;4;0;4;3;0;1;1
15;1;0;1;5;2;0;0;4;4;0;4;3;0;1;1
50;2;0;1;4;0;0;0;4;4;0;4;3;0;1;1
22;2;0;1;2;1;0;1;3;4;4;4;3;0;1;2
0;2;0;1;0;0;0;1;3;4;4;4;3;0;1;2
27;2;0;1;0;1;0;1;4;4;1;4;4;0;1;1
31;2;0;1;0;0;0;2;4;4;0;4;3;0;1;1
30;1;0;1;4;0;0;2;3;4;4;4;4;1;3;1
32;1;0;1;0;1;0;3;4;4;0;4;3;0;1;3
36;0;0;1;2;1;0;3;4;4;0;4;3;3;1;1
21;2;0;1;0;2;0;4;4;4;0;4;3;2;1;1
35;2;0;1;6;1;1;3;4;4;4;4;3;3;1;2
14;0;0;1;0;2;1;3;3;4;3;4;4;3;3;1
38;1;0;2;2;1;1;2;2;3;1;3;4;4;2;1
51;0;0;2;4;2;0;1;3;4;2;4;4;1;1;2
4;2;0;2;0;2;0;4;4;4;2;4;3;3;1;1
21;1;0;2;0;0;0;0;2;4;0;4;3;0;1;1
30;2;0;2;0;2;1;0;2;4;0;3;4;0;1;2
1;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0
10;1;0;0;1;5;1;1;0;0;4;0;1;0;1;3
10;2;0;0;1;6;1;1;0;0;4;0;0;0;1;3
1;0;0;0;1;4;0;0;0;0;3;0;0;0;1;0
11;2;0;0;0;6;0;1;0;0;3;0;0;0;4;4
4;0;0;0;1;4;1;0;0;0;3;0;0;0;1;4
20;2;0;0;2;5;1;1;0;0;3;0;0;1;1;0
10;2;0;0;2;6;0;0;0;0;4;0;0;2;2;0
24;2;0;0;1;5;1;0;0;0;2;0;1;3;2;1
12;2;0;0;1;5;0;4;0;0;0;0;0;0;2;1
8;3;0;0;0;5;1;4;1;0;2;0;0;1;4;4
